business_id,name,rag_text
OlOVRlcEstxKK_6hMjy63A,Hollywood Grill,"Name: Hollywood Grill. Categories: Restaurants, Diners. City: Wilmington, DE. Rating: 3.5 stars. Review Count: 190. Popularity in dataset: 1 visits."
H-uycxPWOXoJRK0utDaYLg,In N Out Taco,"Name: In N Out Taco. Categories: Restaurants, Mexican. City: Clearwater, FL. Rating: 4.5 stars. Review Count: 55. Popularity in dataset: 1 visits."
E9QzFNntGABauXJjii_Qyw,Zeppelin,"Name: Zeppelin. Categories: Event Planning & Services, Lounges, Venues & Event Spaces, Breakfast & Brunch, Tacos, Food, Cocktail Bars, Vegan, Restaurants, Mexican, American (Traditional), Nightlife, Bars. City: Reno, NV. Rating: 4.0 stars. Review Count: 299. Popularity in dataset: 4 visits."
UyD7FJamt_pw1V4d00lwjA,Naf Naf Grill,"Name: Naf Naf Grill. Categories: Middle Eastern, Caterers, Salad, Restaurants, Falafel, Event Planning & Services, Mediterranean, Fast Food. City: King of Prussia, PA. Rating: 4.0 stars. Review Count: 197. Popularity in dataset: 1 visits."
ak7Rmz3Mu48qfqnw4ExiTA,The Buffalo Spot - Tucson,"Name: The Buffalo Spot - Tucson. Categories: Restaurants, Salad, Wraps, American (Traditional), Chicken Wings. City: Tucson, AZ. Rating: 3.0 stars. Review Count: 101. Popularity in dataset: 1 visits."
EDjEVzmoQVHzboFqC-M6Ew,Local Taco,"Name: Local Taco. Categories: Food, Tex-Mex, Restaurants, Mexican, Breakfast & Brunch. City: Nashville, TN. Rating: 3.0 stars. Review Count: 308. Popularity in dataset: 4 visits."
zmpRwOqxaajeh2YvAKxLaQ,Morton's The Steakhouse,"Name: Morton's The Steakhouse. Categories: Restaurants, American (Traditional), Steakhouses, Seafood, Nightlife, Bars. City: King Of Prussia, PA. Rating: 3.5 stars. Review Count: 171. Popularity in dataset: 1 visits."
sdLBeQVxRb0vbAuOB4rTvw,El Señor De Los Tacos,"Name: El Señor De Los Tacos. Categories: Tacos, Breakfast & Brunch, Restaurants, Mexican, Latin American. City: Tampa, FL. Rating: 3.5 stars. Review Count: 60. Popularity in dataset: 1 visits."
vfmHUg7jWnfzLb90vcuLSg,Galatoire's 33 Bar & Steak,"Name: Galatoire's 33 Bar & Steak. Categories: Bars, Nightlife, Steakhouses, Restaurants. City: New Orleans, LA. Rating: 4.0 stars. Review Count: 217. Popularity in dataset: 1 visits."
vuAI70USd3my2Kb9_9zajw,Joey B's On The Hill,"Name: Joey B's On The Hill. Categories: Restaurants, Italian. City: Saint Louis, MO. Rating: 3.5 stars. Review Count: 238. Popularity in dataset: 1 visits."
kkcQYuF3w5iHnHMf0EnRhQ,Joe's Steaks + Soda Shop,"Name: Joe's Steaks + Soda Shop. Categories: Sandwiches, Restaurants, Cheesesteaks. City: Philadelphia, PA. Rating: 4.5 stars. Review Count: 380. Popularity in dataset: 2 visits."
0z-pNv_92L_-LiYV_XlcSw,Brawley's Restaurant,"Name: Brawley's Restaurant. Categories: Food, Do-It-Yourself Food, Breakfast & Brunch, Restaurants. City: Tucson, AZ. Rating: 3.5 stars. Review Count: 90. Popularity in dataset: 2 visits."
7yPzOek7Af2dKWGYKpcHWA,Khmer Kitchen,"Name: Khmer Kitchen. Categories: Restaurants, Cambodian. City: Philadelphia, PA. Rating: 4.5 stars. Review Count: 372. Popularity in dataset: 5 visits."
2brttsiFBlW8070dsPzQDA,First Watch,"Name: First Watch. Categories: Breakfast & Brunch, Restaurants, Cafes, American (New), American (Traditional). City: Indianapolis, IN. Rating: 4.0 stars. Review Count: 320. Popularity in dataset: 3 visits."
q4aAaxdN4wmUZoC6sKEwsw,Carrollton Market,"Name: Carrollton Market. Categories: Cocktail Bars, Cajun/Creole, Seafood, Bars, Restaurants, Nightlife, Southern, American (New). City: New Orleans, LA. Rating: 4.5 stars. Review Count: 192. Popularity in dataset: 3 visits."
vUrTGX_7HxqeoQ_6QCVz6g,Suraya,"Name: Suraya. Categories: Active Life, Beer Gardens, Grocery, Middle Eastern, Specialty Food, American (New), Parks, Cafes, Food, Nightlife, Restaurants, Coffee & Tea, Lebanese. City: Philadelphia, PA. Rating: 4.5 stars. Review Count: 1121. Popularity in dataset: 6 visits."
gC8i-lxwvGhVpOXM5eYdtA,Taqueria Guerrero,"Name: Taqueria Guerrero. Categories: Mexican, Restaurants. City: New Orleans, LA. Rating: 4.0 stars. Review Count: 245. Popularity in dataset: 4 visits."
pPFv6CTFK5i8FNj8f3_pVg,Sloppy Hoggs Roed Hus,"Name: Sloppy Hoggs Roed Hus. Categories: Restaurants, Barbeque. City: Edmonton, AB. Rating: 3.5 stars. Review Count: 115. Popularity in dataset: 1 visits."
94Kq5YyU6C8cwgdh4_ozjw,Johnny Cash’s Bar & BBQ,"Name: Johnny Cash’s Bar & BBQ. Categories: Musicians, Soul Food, Restaurants, Event Planning & Services, Bars, Comfort Food, Barbeque, Southern, Nightlife. City: Nashville, TN. Rating: 3.0 stars. Review Count: 109. Popularity in dataset: 1 visits."
LdK6Tqr9-QK8eNezCUes9A,Mel's Kitchen,"Name: Mel's Kitchen. Categories: Sandwiches, Soup, Cheesesteaks, Event Planning & Services, Breakfast & Brunch, Restaurants, Caterers. City: Philadelphia, PA. Rating: 4.5 stars. Review Count: 206. Popularity in dataset: 1 visits."
SVSafDWg9r2Q5XEVOLPSSA,Chinese Duck House,"Name: Chinese Duck House. Categories: Cantonese, Chinese, Restaurants, Dim Sum. City: Reno, NV. Rating: 3.5 stars. Review Count: 250. Popularity in dataset: 1 visits."
NbgxCd-ImFiiV9mUtZRT8Q,Big Ray's Fish Camp & Grille Riverwalk,"Name: Big Ray's Fish Camp & Grille Riverwalk. Categories: Seafood, Restaurants. City: Tampa, FL. Rating: 3.0 stars. Review Count: 59. Popularity in dataset: 1 visits."
mFE9V6LPpsDRUQLEBsBRRA,Pearl of East,"Name: Pearl of East. Categories: Restaurants. City: Philadelphia, PA. Rating: 3.0 stars. Review Count: 17. Popularity in dataset: 1 visits."
DytKODMqcvQ7MWA0NN2uNw,Lloyd Whiskey Bar,"Name: Lloyd Whiskey Bar. Categories: Nightlife, Restaurants, Wine Bars, Cocktail Bars, Gastropubs, Bars, American (New), Lounges. City: Philadelphia, PA. Rating: 4.0 stars. Review Count: 210. Popularity in dataset: 1 visits."
uaipZDBSvzDzUUlazpyGCg,Minato Noodles,"Name: Minato Noodles. Categories: Japanese, Korean, Restaurants, Soup, Noodles, Asian Fusion, Ramen. City: Reno, NV. Rating: 4.0 stars. Review Count: 87. Popularity in dataset: 2 visits."
gCcJTKC40CL0XtYYGfcXDw,Smiley's Cafe,"Name: Smiley's Cafe. Categories: Juice Bars & Smoothies, Food, Mediterranean, Greek, Restaurants, Sandwiches. City: Philadelphia, PA. Rating: 4.5 stars. Review Count: 423. Popularity in dataset: 6 visits."
aIflpZXlmofFGelTlqgGEQ,Inchin's Bamboo Garden,"Name: Inchin's Bamboo Garden. Categories: Chinese, Indian, Restaurants, Asian Fusion, Cocktail Bars, Nightlife, Bars. City: Nashville, TN. Rating: 4.0 stars. Review Count: 151. Popularity in dataset: 4 visits."
jRLskcm_icZIKs81mYC4iQ,Abyssinia Ethiopian Restaurant,"Name: Abyssinia Ethiopian Restaurant. Categories: Restaurants, Ethiopian, Vegetarian. City: Indianapolis, IN. Rating: 4.5 stars. Review Count: 168. Popularity in dataset: 2 visits."
V1n-wIrt5xtI0VIAxIP5dA,BOIL Seafood House,"Name: BOIL Seafood House. Categories: Seafood, Cajun/Creole, Restaurants, Comfort Food. City: New Orleans, LA. Rating: 4.0 stars. Review Count: 650. Popularity in dataset: 1 visits."
09za1h1fdeF9rTSviTV3zg,Spice Kitchen,"Name: Spice Kitchen. Categories: Vegan, Buffets, Restaurants, Indian. City: Lansdale, PA. Rating: 3.5 stars. Review Count: 73. Popularity in dataset: 2 visits."
jmwasbZfgj3honf79qKsnA,Street- Taco and Beer Co.,"Name: Street- Taco and Beer Co.. Categories: Mexican, Bars, Restaurants, Nightlife. City: Tucson, AZ. Rating: 4.5 stars. Review Count: 805. Popularity in dataset: 1 visits."
qgott66PgfZhxt9fpstGiA,Kabob House,"Name: Kabob House. Categories: Mediterranean, Restaurants, Afghan, Indian, Middle Eastern. City: Boise, ID. Rating: 4.5 stars. Review Count: 232. Popularity in dataset: 3 visits."
Mha77MN_BYGB-w7DONZ5YA,Cuenelli's Peruvian Restaurant,"Name: Cuenelli's Peruvian Restaurant. Categories: Peruvian, Restaurants, Latin American. City: Tampa, FL. Rating: 4.0 stars. Review Count: 249. Popularity in dataset: 1 visits."
zbrIMldF_O1ZQ0vpUaaa8A,Bluewater Grill - Santa Barbara,"Name: Bluewater Grill - Santa Barbara. Categories: Seafood, Venues & Event Spaces, Cocktail Bars, Restaurants, Nightlife, Breakfast & Brunch, American (Traditional), Event Planning & Services, Bars, American (New). City: Santa Barbara, CA. Rating: 4.0 stars. Review Count: 768. Popularity in dataset: 1 visits."
6U0ZweWWWQUzea2rF4zKgQ,Mi Viejo,"Name: Mi Viejo. Categories: Cuban, Latin American, Sandwiches, Restaurants, Breakfast & Brunch, Desserts, Food. City: Apollo Beach, FL. Rating: 4.5 stars. Review Count: 99. Popularity in dataset: 1 visits."
o8JeOB8HTa5HYHg6hfqTHw,Walt's Chicken Express,"Name: Walt's Chicken Express. Categories: Restaurants, Fast Food, Soul Food, Southern. City: Wilmington, DE. Rating: 4.0 stars. Review Count: 51. Popularity in dataset: 3 visits."
fBCv5Euudl9VieR870gwNg,Absolutli Goosed,"Name: Absolutli Goosed. Categories: Food, Beer, Wine & Spirits, Nightlife, Bartenders, Lounges, Event Planning & Services, Restaurants, Bars, American (New). City: Saint Louis, MO. Rating: 4.0 stars. Review Count: 83. Popularity in dataset: 2 visits."
wCluBbW9nzS7MEMFltMwJw,Tasties,"Name: Tasties. Categories: Food, Imported Food, Food Trucks, Desserts, Seafood, Steakhouses, Ethnic Food, Sandwiches, Soul Food, Specialty Food, Restaurants. City: Philadelphia, PA. Rating: 2.5 stars. Review Count: 106. Popularity in dataset: 1 visits."
TCAaeZi4m_RwUTTbZseRmg,Hearthside,"Name: Hearthside. Categories: Restaurants, American (New). City: Collingswood, NJ. Rating: 4.5 stars. Review Count: 161. Popularity in dataset: 2 visits."
29YqJwOGEuAWqlHZxMc1OA,Paradise Cafe,"Name: Paradise Cafe. Categories: American (Traditional), American (New), Nightlife, Restaurants, Seafood, Cafes. City: Santa Barbara, CA. Rating: 3.5 stars. Review Count: 290. Popularity in dataset: 2 visits."
ZhCnKe7U1TsHWnAlXl8Isw,Old Standard Fried Chicken,"Name: Old Standard Fried Chicken. Categories: Restaurants, American (New), Southern, Chinese. City: Saint Louis, MO. Rating: 3.0 stars. Review Count: 195. Popularity in dataset: 1 visits."
_JXfCdMu1TFblbhJ5KT7fw,Basil Spice Thai Cuisine,"Name: Basil Spice Thai Cuisine. Categories: Thai, Restaurants. City: Saint Louis, MO. Rating: 3.0 stars. Review Count: 222. Popularity in dataset: 2 visits."
h400nR2LmDpRJMbRTsTEQw,Double Dragon III,"Name: Double Dragon III. Categories: Restaurants, Vietnamese, Chinese. City: Harvey, LA. Rating: 3.5 stars. Review Count: 6. Popularity in dataset: 1 visits."
TV81bpCQ6p6o4Hau5hk-zw,Hellas Restaurant,"Name: Hellas Restaurant. Categories: Food, Bakeries, Greek, Restaurants, Soup. City: Tarpon Springs, FL. Rating: 4.5 stars. Review Count: 1368. Popularity in dataset: 4 visits."
FnEkr6LzjuGsg93Z7fkl7Q,Misconduct Tavern,"Name: Misconduct Tavern. Categories: Bars, American (New), Nightlife, Restaurants. City: Philadelphia, PA. Rating: 3.0 stars. Review Count: 131. Popularity in dataset: 1 visits."
sI0B9BdUVPXFtF27RI3Fdw,Wasabi Sushi,"Name: Wasabi Sushi. Categories: Japanese, Nightlife, Bars, Sushi Bars, Restaurants. City: Boise, ID. Rating: 4.0 stars. Review Count: 81. Popularity in dataset: 1 visits."
TuYx8LUw7shzFGXQuUmbNA,Short Hills Restaurant & Deli,"Name: Short Hills Restaurant & Deli. Categories: Restaurants, Comfort Food, Delis. City: Cherry Hill, NJ. Rating: 3.0 stars. Review Count: 115. Popularity in dataset: 2 visits."
indl78vhU8vTjq_kBJXhaA,Well Crafted Beer Company,"Name: Well Crafted Beer Company. Categories: Brewpubs, Food, Breweries, Nightlife, Bars, Restaurants. City: Lansdale, PA. Rating: 4.5 stars. Review Count: 65. Popularity in dataset: 1 visits."
JQz0_R70G3bjQ5dRqrhxKQ,Wildflower Cafe,"Name: Wildflower Cafe. Categories: Salad, Sandwiches, Restaurants, Breakfast & Brunch. City: Clearwater, FL. Rating: 4.5 stars. Review Count: 519. Popularity in dataset: 1 visits."
Wd9JBLjCCh5yTF0vPAxCAA,El Merendero,"Name: El Merendero. Categories: Mexican, Restaurants. City: Tucson, AZ. Rating: 4.0 stars. Review Count: 202. Popularity in dataset: 5 visits."
fB_VJEJTIMyWv5hC9T-xwA,So Korean Grill,"Name: So Korean Grill. Categories: Korean, Barbeque, Restaurants. City: Philadelphia, PA. Rating: 4.5 stars. Review Count: 77. Popularity in dataset: 1 visits."
UQJXnNKl_RHH2t7iuT1fig,Subway,"Name: Subway. Categories: Restaurants, Sandwiches, Fast Food. City: Ballwin, MO. Rating: 2.5 stars. Review Count: 13. Popularity in dataset: 1 visits."
KNjGyORbfFuhKHRXs9JtWQ,Scotland Run Golf Club,"Name: Scotland Run Golf Club. Categories: Venues & Event Spaces, Event Planning & Services, American (Traditional), Country Clubs, Active Life, Restaurants, Arts & Entertainment, Golf, Wedding Planning. City: Williamstown, NJ. Rating: 3.5 stars. Review Count: 39. Popularity in dataset: 1 visits."
yYpU8EWucx32OYIIHqP63A,Oteri's Italian Bakery | North 5th St,"Name: Oteri's Italian Bakery | North 5th St. Categories: Restaurants, Shopping, Jewelry, Event Planning & Services, Desserts, Bakeries, Caterers, Food. City: Philadelphia, PA. Rating: 2.5 stars. Review Count: 55. Popularity in dataset: 1 visits."
wzE61ThXOdrSegvwSOzf5w,Biscuit Love: Hillsboro Village,"Name: Biscuit Love: Hillsboro Village. Categories: Southern, Breakfast & Brunch, Restaurants. City: Nashville, TN. Rating: 4.0 stars. Review Count: 578. Popularity in dataset: 2 visits."
vSQPjQYfMDBRS3bQ15zlGA,Siamese Princess,"Name: Siamese Princess. Categories: Restaurants, Thai. City: Ardmore, PA. Rating: 4.0 stars. Review Count: 112. Popularity in dataset: 2 visits."
b7V_5q22_eTeHlYzq1bpFw,Harbor Seafood & Oyster Bar,"Name: Harbor Seafood & Oyster Bar. Categories: Seafood, Restaurants. City: Kenner, LA. Rating: 4.0 stars. Review Count: 954. Popularity in dataset: 9 visits."
1SwfAYI1HGDyJKHmdRXI5Q,Dale's Family Restaurant,"Name: Dale's Family Restaurant. Categories: Burgers, American (Traditional), Restaurants, Breakfast & Brunch, Food, Beer, Wine & Spirits. City: Indianapolis, IN. Rating: 4.0 stars. Review Count: 156. Popularity in dataset: 1 visits."
4_W5pstoN1166TGjjPOrMg,Prohibition Taproom,"Name: Prohibition Taproom. Categories: American (Traditional), Bars, Nightlife, Restaurants, Beer Bar, Gastropubs, Breakfast & Brunch, Tapas/Small Plates. City: Philadelphia, PA. Rating: 4.0 stars. Review Count: 618. Popularity in dataset: 4 visits."
lpHSHbP0d2sujYTY5XW-WQ,Roma Pizza Plus,"Name: Roma Pizza Plus. Categories: Pizza, Restaurants, Greek. City: Kenner, LA. Rating: 4.0 stars. Review Count: 12. Popularity in dataset: 1 visits."
Gu51tyVD55Yov3utUcGt_g,Corner Cafe & Deli,"Name: Corner Cafe & Deli. Categories: Restaurants, Delis. City: Huntingdon Valley, PA. Rating: 2.5 stars. Review Count: 33. Popularity in dataset: 1 visits."
oGdbvXKXVCQ8WC_GQePDkQ,3 Sisters Café,"Name: 3 Sisters Café. Categories: Cafes, Restaurants. City: Indianapolis, IN. Rating: 4.0 stars. Review Count: 358. Popularity in dataset: 3 visits."
AdT6vMVYy2uFFfnYbWoAsw,NY Pie,"Name: NY Pie. Categories: Restaurants, Pizza. City: Hendersonville, TN. Rating: 4.0 stars. Review Count: 123. Popularity in dataset: 1 visits."
SADPX8WX34EQDj_jqtacMw,Bai Wei,"Name: Bai Wei. Categories: Chinese, Food, Bubble Tea, Restaurants, Dim Sum, Szechuan. City: Philadelphia, PA. Rating: 4.0 stars. Review Count: 231. Popularity in dataset: 2 visits."
gKPWC7F219oEbu5NXPzH4g,Sam's Beach Bar,"Name: Sam's Beach Bar. Categories: Seafood, American (Traditional), Music Venues, Caribbean, Arts & Entertainment, Nightlife, Restaurants. City: Hudson, FL. Rating: 3.5 stars. Review Count: 555. Popularity in dataset: 2 visits."
-Fka99c-tJ-epWYNIobqyQ,Pizza Mizza,"Name: Pizza Mizza. Categories: Food Delivery Services, Food, Restaurants, Pizza, Italian. City: Santa Barbara, CA. Rating: 3.5 stars. Review Count: 169. Popularity in dataset: 4 visits."
5PFyyJoB_sO1UW3DUEBjHQ,Havana Grill,"Name: Havana Grill. Categories: Restaurants, Caribbean. City: Madison, TN. Rating: 4.5 stars. Review Count: 7. Popularity in dataset: 1 visits."
uE40984_YDgVvPeRpFcCaQ,The Fat Ham,"Name: The Fat Ham. Categories: Southern, Tapas/Small Plates, Restaurants. City: Philadelphia, PA. Rating: 4.0 stars. Review Count: 286. Popularity in dataset: 2 visits."
BjBDHqHhMXSxgyVipccznQ,Rusty Pelican - Tampa,"Name: Rusty Pelican - Tampa. Categories: African, Venues & Event Spaces, Steakhouses, Restaurants, Seafood, American (New), Event Planning & Services. City: Tampa, FL. Rating: 4.0 stars. Review Count: 745. Popularity in dataset: 1 visits."
ttevmSPHu3dHUHFXBpVX9A,Pizza Hut,"Name: Pizza Hut. Categories: Restaurants, Pizza, Italian, Fast Food, Chicken Wings. City: Tampa, FL. Rating: 1.5 stars. Review Count: 30. Popularity in dataset: 2 visits."
zQPHrply2yeB1EGNnoS66A,Andale Latino Grill,"Name: Andale Latino Grill. Categories: Mexican, Restaurants, Latin American, Fast Food. City: Feasterville-Trevose, PA. Rating: 4.5 stars. Review Count: 194. Popularity in dataset: 1 visits."
ycbmvmBYk4w_ZmdrPL0tBQ,The Cruisery,"Name: The Cruisery. Categories: Breweries, Nightlife, Food, Cocktail Bars, Bars, Restaurants, Brewpubs, Gastropubs. City: Santa Barbara, CA. Rating: 4.0 stars. Review Count: 362. Popularity in dataset: 2 visits."
H1bbYNKgk6JF9pKcBXyDXw,Dunkin',"Name: Dunkin'. Categories: Coffee & Tea, Restaurants, Donuts, Food. City: Mount Laurel, NJ. Rating: 2.0 stars. Review Count: 13. Popularity in dataset: 1 visits."
5cpiSREZioyiHVHXJ9WRqA,Sam's Sushi Bar,"Name: Sam's Sushi Bar. Categories: Restaurants, Japanese, Sushi Bars. City: Nashville, TN. Rating: 3.5 stars. Review Count: 90. Popularity in dataset: 1 visits."
oLc7k78_YcDMnMCdbC-h1A,Lucy's Retired Surfers Bar & Restaurant,"Name: Lucy's Retired Surfers Bar & Restaurant. Categories: American (Traditional), Bars, Nightlife, Restaurants. City: New Orleans, LA. Rating: 3.5 stars. Review Count: 514. Popularity in dataset: 5 visits."
at-NaeVYJ5VDG9pC4PXbSA,Thai Cuisine,"Name: Thai Cuisine. Categories: Thai, Restaurants. City: Spring Hill, FL. Rating: 4.0 stars. Review Count: 76. Popularity in dataset: 1 visits."
w_LP7DTDpibVU9rLtzhGCA,Che Chori Foods,"Name: Che Chori Foods. Categories: Restaurants, Argentine, Food, Pizza, Empanadas, Burgers. City: Indianapolis, IN. Rating: 5.0 stars. Review Count: 69. Popularity in dataset: 2 visits."
aRWVI7YfiFSdZLzyNgehag,Feather Sound Country Club,"Name: Feather Sound Country Club. Categories: Restaurants, Venues & Event Spaces, Event Planning & Services, Active Life, Country Clubs, Arts & Entertainment, Golf, Tennis. City: Clearwater, FL. Rating: 3.5 stars. Review Count: 9. Popularity in dataset: 1 visits."
5uTEok3Z0YICni8NxeDZXw,Raising Cane's Chicken Fingers,"Name: Raising Cane's Chicken Fingers. Categories: Fast Food, Chicken Wings, Restaurants, Food Court. City: New Orleans, LA. Rating: 4.0 stars. Review Count: 36. Popularity in dataset: 1 visits."
hKameFsaXh9g8WQbv593UA,Aquafinz,"Name: Aquafinz. Categories: Seafood, Steakhouses, Salad, Comfort Food, Restaurants, Southern. City: Lutz, FL. Rating: 3.5 stars. Review Count: 86. Popularity in dataset: 1 visits."
__I81oH6jmYwh1YXjVWsWA,The Corkscroo Bar & Pizzeria,"Name: The Corkscroo Bar & Pizzeria. Categories: Food, Beer, Wine & Spirits, American (Traditional), Bars, Pizza, Nightlife, Karaoke, Restaurants. City: Reno, NV. Rating: 4.5 stars. Review Count: 14. Popularity in dataset: 1 visits."
WLrFLRE9uvqj9ahrEjevYw,Barone's Tuscan Grill,"Name: Barone's Tuscan Grill. Categories: Vegetarian, Italian, Restaurants, Event Planning & Services, Gluten-Free, Pizza, Caterers. City: Moorestown, NJ. Rating: 3.5 stars. Review Count: 118. Popularity in dataset: 1 visits."
fAiPD2OIEm9wtS7uJqzu5Q,Natural Cafe,"Name: Natural Cafe. Categories: Food, Vegetarian, Salad, Restaurants, Cafes, American (Traditional), Burgers, Juice Bars & Smoothies. City: Goleta, CA. Rating: 4.0 stars. Review Count: 130. Popularity in dataset: 2 visits."
euu_JA0YFf63f75uaVSyng,Americano - Freestyle Tapas Bar,"Name: Americano - Freestyle Tapas Bar. Categories: Tapas Bars, Breakfast & Brunch, Restaurants, American (New), Tapas/Small Plates. City: Nashville, TN. Rating: 4.5 stars. Review Count: 421. Popularity in dataset: 1 visits."
qAFVEkIEo7KLLdM4z7h-JA,Incredible Pizza Company - St. Louis,"Name: Incredible Pizza Company - St. Louis. Categories: Arts & Entertainment, Restaurants, Buffets, Active Life, Kids Activities, Arcades, American (Traditional), Pizza, Amusement Parks. City: Saint Louis, MO. Rating: 2.5 stars. Review Count: 89. Popularity in dataset: 1 visits."
WOh7JO3TfcpfhCfjuDzXVA,The Green Table Restaurant,"Name: The Green Table Restaurant. Categories: Restaurants, Vegetarian, Vegan. City: Palm Harbor, FL. Rating: 4.5 stars. Review Count: 82. Popularity in dataset: 1 visits."
xB2NmS0JG1Vgy7dK2ftcwQ,Taco Bell Cantina,"Name: Taco Bell Cantina. Categories: Arts & Entertainment, Music Venues, Fast Food, Tacos, Nightlife, Mexican, Restaurants. City: Nashville, TN. Rating: 2.5 stars. Review Count: 26. Popularity in dataset: 1 visits."
j99PtxlKTW_u5alE4jiqHQ,Ralphs Italian Restaurant,"Name: Ralphs Italian Restaurant. Categories: Restaurants, Italian. City: Philadelphia, PA. Rating: 3.5 stars. Review Count: 653. Popularity in dataset: 5 visits."
B-DiQpcSTJ7oMMnwzbAGTQ,Cucina Zapata,"Name: Cucina Zapata. Categories: Thai, Food Stands, Restaurants, Mexican. City: Philadelphia, PA. Rating: 4.5 stars. Review Count: 248. Popularity in dataset: 5 visits."
gmimhqv4vrG7_LYadxFYZA,Carniceria Y Taqueria Don Juan,"Name: Carniceria Y Taqueria Don Juan. Categories: Restaurants, Mexican. City: Nashville, TN. Rating: 4.5 stars. Review Count: 109. Popularity in dataset: 1 visits."
MZW_eTFYFBvHYg5OFqDRCA,Red Robin Gourmet Burgers and Brews,"Name: Red Robin Gourmet Burgers and Brews. Categories: Burgers, American (Traditional), Restaurants. City: Wilmington, DE. Rating: 3.0 stars. Review Count: 118. Popularity in dataset: 3 visits."
v_AbyvMdKUi_ac4A8nkG-A,Jason Aldean's Kitchen + Rooftop Bar,"Name: Jason Aldean's Kitchen + Rooftop Bar. Categories: Nightlife, Restaurants, Southern, American (Traditional), Beer Bar, Bars. City: Nashville, TN. Rating: 3.5 stars. Review Count: 665. Popularity in dataset: 4 visits."
CYwC5OjwCN6ib_AQDxi3Ow,In-N-Out Burger,"Name: In-N-Out Burger. Categories: Restaurants, Fast Food, Burgers. City: Goleta, CA. Rating: 4.0 stars. Review Count: 228. Popularity in dataset: 1 visits."
-yu4koRugjxrnsey25oIuw,OL' Henry Restaurant,"Name: OL' Henry Restaurant. Categories: Southern, Soul Food, Restaurants. City: St. Louis, MO. Rating: 4.0 stars. Review Count: 52. Popularity in dataset: 2 visits."
6CsLAjWXFlLpErBZEmGQ5g,Sky Cafe,"Name: Sky Cafe. Categories: Indonesian, Restaurants. City: Philadelphia, PA. Rating: 4.5 stars. Review Count: 135. Popularity in dataset: 1 visits."
MqrfqmuSgNyFAUSZ-YOToA,Mirro's Pizzeria,"Name: Mirro's Pizzeria. Categories: Restaurants, Pizza, Italian. City: Tampa, FL. Rating: 5.0 stars. Review Count: 111. Popularity in dataset: 1 visits."
kdJMzQCyG9X07lEgTWWveQ,Sun Diner,"Name: Sun Diner. Categories: Restaurants, Cafes, Diners, Breakfast & Brunch, Burgers. City: Nashville, TN. Rating: 4.0 stars. Review Count: 460. Popularity in dataset: 1 visits."
2KIDQyTh-HzLxOUEDqtDBg,Mazzaro's Italian Market,"Name: Mazzaro's Italian Market. Categories: Specialty Food, Delis, Coffee Roasteries, Butcher, Meat Shops, Food, Restaurants, Grocery, Italian. City: Saint Petersburg, FL. Rating: 4.5 stars. Review Count: 1551. Popularity in dataset: 7 visits."
T4-vocFpzwlIxAQIi22FFA,Another Broken Egg Cafe,"Name: Another Broken Egg Cafe. Categories: American (Traditional), Breakfast & Brunch, Cafes, Restaurants. City: Clearwater Beach, FL. Rating: 4.5 stars. Review Count: 511. Popularity in dataset: 5 visits."
L4f7DvOdzkqPlltqmwL0Rg,CRUDA Mariscos & Oyster Bar,"Name: CRUDA Mariscos & Oyster Bar. Categories: Restaurants, Seafood, Breakfast & Brunch, Mexican. City: Tucson, AZ. Rating: 4.0 stars. Review Count: 101. Popularity in dataset: 1 visits."
4RMHlggaIdNibPUJPVEd6w,Bridgewater's Pub,"Name: Bridgewater's Pub. Categories: American (New), Bars, Restaurants, Nightlife. City: Philadelphia, PA. Rating: 3.5 stars. Review Count: 162. Popularity in dataset: 4 visits."
Wr2k0Vz8RbcumYulp-jIrA,Han Dynasty,"Name: Han Dynasty. Categories: Restaurants, Chinese, Szechuan. City: Cherry Hill, NJ. Rating: 4.0 stars. Review Count: 411. Popularity in dataset: 3 visits."
0zWAsCBzvuCI_Ydx7yH1Jw,Shing Kee,"Name: Shing Kee. Categories: Noodles, Chinese, Restaurants, Soup. City: Philadelphia, PA. Rating: 4.0 stars. Review Count: 84. Popularity in dataset: 2 visits."
4WdDY97x4GdMYtyk1KQMnw,Lilly's Cafe,"Name: Lilly's Cafe. Categories: Cafes, American (Traditional), Vietnamese, Restaurants. City: New Orleans, LA. Rating: 4.5 stars. Review Count: 777. Popularity in dataset: 5 visits."
Ym8E4Lgi3IfH53YuG5WxIg,Golden Corral Buffet & Grill,"Name: Golden Corral Buffet & Grill. Categories: American (Traditional), Restaurants, Buffets. City: Saint Charles, MO. Rating: 2.0 stars. Review Count: 34. Popularity in dataset: 1 visits."
ciBiwtengE4sbsThPpeVpQ,Coa De Jima,"Name: Coa De Jima. Categories: Salad, Nightlife, Cocktail Bars, Bars, Breakfast & Brunch, Seafood, Restaurants, Mexican. City: Boise, ID. Rating: 4.5 stars. Review Count: 22. Popularity in dataset: 1 visits."
V8H6z5ulGJEkaFUyRfmLKw,Sculley's Waterfront Restaurant,"Name: Sculley's Waterfront Restaurant. Categories: Seafood, Bars, Restaurants, Nightlife, Cocktail Bars, Mexican. City: Madeira Beach, FL. Rating: 2.5 stars. Review Count: 355. Popularity in dataset: 3 visits."
